cut,clarity,color,carat,price_per_carat
Good,VS2,I,0.32,1403.125
Good,VS2,I,0.39,1661.5384615384614
Good,VS2,I,0.4,1846.6666666666667
Good,VS2,I,0.43,1618.6046511627908
Good,VS2,I,0.5,2094.0
Good,VS2,I,0.59,2193.220338983051
Good,VS2,I,0.61,2083.6065573770493
Good,VS2,I,0.63,2285.714285714286
Good,VS2,I,0.67,2549.2537313432836
Good,VS2,I,0.7,3049.4285714285716
Good,VS2,I,0.71,2864.43661971831
Good,VS2,I,0.72,2872.222222222222
Good,VS2,I,0.73,2936.986301369863
Good,VS2,I,0.79,3102.53164556962
Good,VS2,I,0.81,3260.4938271604938
Good,VS2,I,0.83,3342.1686746987953
Good,VS2,I,0.9,3670.8888888888882
Good,VS2,I,0.91,3491.7582417582416
Good,VS2,I,0.93,4243.010752688172
Good,VS2,I,0.97,4489.690721649485
Good,VS2,I,1.0,4458.0
Good,VS2,I,1.01,3939.4059405940593
Good,VS2,I,1.05,4323.333333333333
Good,VS2,I,1.07,3919.626168224299
Good,VS2,I,1.11,4553.153153153153
Good,VS2,I,1.12,4294.1964285714275
Good,VS2,I,1.21,4263.636363636364
Good,VS2,I,1.22,4451.639344262295
Good,VS2,I,1.27,4663.779527559055
Good,VS2,I,1.28,4155.46875
Good,VS2,I,1.31,5523.664122137405
Good,VS2,I,1.35,4155.555555555556
Good,VS2,I,1.5,5761.833333333333
Good,VS2,I,1.51,5982.450331125828
Good,VS2,I,1.56,6271.794871794871
Good,VS2,I,1.71,6578.9473684210525
Good,VS2,I,2.0,7295.5
Good,VS2,I,2.01,7277.967306325517
Good,VS2,I,2.02,8311.386138613861
Good,VS2,I,2.06,7303.883495145631
Good,VS2,I,2.07,8170.531400966184
Good,VS2,I,2.16,6604.62962962963
Good,VS2,J,0.3,1226.6666666666667
Good,VS2,J,0.39,1489.7435897435896
Good,VS2,J,0.4,1477.5
Good,VS2,J,0.41,1608.780487804878
Good,VS2,J,0.5,1928.0
Good,VS2,J,0.51,1929.4117647058822
Good,VS2,J,0.53,2023.5849056603772
Good,VS2,J,0.55,1970.9090909090905
Good,VS2,J,0.57,1929.8245614035088
Good,VS2,J,0.7,2632.857142857143
Good,VS2,J,0.71,2407.042253521127
Good,VS2,J,0.74,2583.7837837837837
Good,VS2,J,0.79,2592.405063291139
Good,VS2,J,0.9,3322.2222222222217
Good,VS2,J,0.91,3375.8241758241757
Good,VS2,J,0.93,3225.806451612903
Good,VS2,J,0.96,3450.0
Good,VS2,J,0.97,3528.865979381443
Good,VS2,J,1.0,3651.5
Good,VS2,J,1.01,3569.3069306930693
Good,VS2,J,1.03,3684.4660194174758
Good,VS2,J,1.04,3427.403846153846
Good,VS2,J,1.06,4261.320754716981
Good,VS2,J,1.07,4300.934579439252
Good,VS2,J,1.08,3685.1851851851848
Good,VS2,J,1.2,3907.5
Good,VS2,J,1.21,4211.570247933884
Good,VS2,J,1.23,4071.951219512195
Good,VS2,J,1.26,4135.714285714285
Good,VS2,J,1.29,4572.093023255814
Good,VS2,J,1.3,4016.9230769230767
Good,VS2,J,1.5,4838.333333333334
Good,VS2,J,1.51,4635.099337748345
Good,VS2,J,1.52,4763.59649122807
Good,VS2,J,1.56,4872.115384615385
Good,VS2,J,1.66,5118.0722891566265
Good,VS2,J,1.7,5194.705882352941
Good,VS2,J,1.71,5164.327485380117
Good,VS2,J,1.99,6702.51256281407
Good,VS2,J,2.0,6771.0
Good,VS2,J,2.09,5538.755980861244
Good,VS2,J,2.5,7330.0
Good,VVS1,D,0.23,1847.8260869565217
Good,VVS1,D,0.26,2046.1538461538462
Good,VVS1,D,0.3,2788.3333333333335
Good,VVS1,D,0.38,3050.0
Good,VVS1,D,0.44,5113.636363636364
Good,VVS1,D,0.7,6146.4285714285725
Good,VVS1,D,0.74,5775.675675675676
Good,VVS1,D,0.86,5847.674418604652
Good,VVS1,E,0.23,1990.2173913043478
Good,VVS1,E,0.24,2064.5833333333335
Good,VVS1,E,0.25,2146.0
Good,VVS1,E,0.26,2213.461538461538
Good,VVS1,E,0.27,2477.777777777778
Good,VVS1,E,0.28,1757.1428571428569
Good,VVS1,E,0.3,2482.5
Good,VVS1,E,0.31,2338.7096774193546
Good,VVS1,E,0.32,2503.125
Good,VVS1,E,0.38,2378.9473684210525
Good,VVS1,E,0.4,2720.0
Good,VVS1,E,0.41,2864.024390243903
Good,VVS1,E,0.47,3595.744680851064
Good,VVS1,E,0.5,4016.0
Good,VVS1,E,0.51,3960.78431372549
Good,VVS1,E,0.54,4994.444444444444
Good,VVS1,E,0.57,5245.6140350877195
Good,VVS1,E,0.58,3867.241379310345
Good,VVS1,E,0.9,8015.555555555556
Good,VVS1,E,1.0,7721.5
Good,VVS1,E,1.01,10526.237623762376
Good,VVS1,F,0.23,2021.7391304347825
Good,VVS1,F,0.24,2175.0
Good,VVS1,F,0.25,1960.0
Good,VVS1,F,0.26,2313.461538461538
Good,VVS1,F,0.3,2390.0
Good,VVS1,F,0.31,2393.548387096774
Good,VVS1,F,0.32,2934.375
Good,VVS1,F,0.33,2254.5454545454545
Good,VVS1,F,0.36,2383.3333333333335
Good,VVS1,F,0.4,2926.6666666666665
Good,VVS1,F,0.41,2231.707317073171
Good,VVS1,F,0.42,2771.4285714285716
Good,VVS1,F,0.7,4681.428571428572
Good,VVS1,F,0.9,6804.444444444444
Good,VVS1,F,1.01,8922.772277227723
Good,VVS1,F,1.2,9151.666666666668
Good,VVS1,G,0.23,1717.391304347826
Good,VVS1,G,0.3,2620.8333333333335
Good,VVS1,G,0.31,2608.6021505376343
Good,VVS1,G,0.39,2669.230769230769
Good,VVS1,G,0.4,2532.5
Good,VVS1,G,0.41,2404.878048780488
Good,VVS1,G,0.42,2940.4761904761904
Good,VVS1,G,0.45,2786.6666666666665
Good,VVS1,G,0.5,3932.0
Good,VVS1,G,0.51,3722.549019607843
Good,VVS1,G,0.52,3373.076923076923
Good,VVS1,G,0.68,4742.647058823529
Good,VVS1,G,0.7,4485.0
Good,VVS1,G,0.71,4326.760563380282
Good,VVS1,G,0.75,4250.666666666667
Good,VVS1,G,0.9,4868.888888888889
Good,VVS1,G,1.0,7202.666666666667
Good,VVS1,G,1.01,7206.9306930693065
Good,VVS1,G,1.02,7777.450980392157
Good,VVS1,G,1.51,10211.920529801324
Good,VVS1,H,0.25,1604.0
Good,VVS1,H,0.28,1714.2857142857142
Good,VVS1,H,0.3,2280.0
Good,VVS1,H,0.31,2280.6451612903224
Good,VVS1,H,0.32,2850.0
Good,VVS1,H,0.34,2452.9411764705883
Good,VVS1,H,0.41,2175.6097560975613
Good,VVS1,H,0.43,2325.5813953488373
Good,VVS1,H,0.45,2622.222222222222
Good,VVS1,H,0.77,4020.779220779221
Good,VVS1,H,0.9,4867.777777777777
Good,VVS1,H,1.0,6183.0
Good,VVS1,I,0.3,2014.4444444444446
Good,VVS1,I,0.31,1841.9354838709678
Good,VVS1,I,0.4,2303.3333333333335
Good,VVS1,I,0.42,2064.285714285714
Good,VVS1,I,0.46,2367.391304347826
Good,VVS1,I,0.71,3606.3380281690143
Good,VVS1,I,0.9,4492.222222222223
Good,VVS1,I,1.0,4445.0
Good,VVS1,I,1.51,6215.8940397351
Good,VVS2,D,0.23,1965.2173913043478
Good,VVS2,D,0.25,2020.0
Good,VVS2,D,0.26,2476.9230769230767
Good,VVS2,D,0.27,2566.6666666666665
Good,VVS2,D,0.3,2508.888888888889
Good,VVS2,D,0.39,2707.6923076923076
Good,VVS2,D,0.4,2768.75
Good,VVS2,D,0.41,2314.6341463414637
Good,VVS2,D,0.51,4262.745098039216
Good,VVS2,D,0.69,4882.608695652174
Good,VVS2,D,0.7,4699.285714285715
Good,VVS2,D,1.0,8374.0
Good,VVS2,D,1.01,8854.455445544554
Good,VVS2,E,0.23,2136.521739130435
Good,VVS2,E,0.25,2033.0
Good,VVS2,E,0.26,2303.846153846154
Good,VVS2,E,0.29,2155.1724137931037
Good,VVS2,E,0.3,2591.1111111111113
Good,VVS2,E,0.39,2417.948717948718
Good,VVS2,E,0.4,2550.0
Good,VVS2,E,0.42,2751.190476190476
Good,VVS2,E,0.46,3865.2173913043475
Good,VVS2,E,0.5,4358.0
Good,VVS2,E,0.51,4414.705882352941
Good,VVS2,E,0.6,4185.0
Good,VVS2,E,0.7,4081.4285714285716
Good,VVS2,E,1.0,8157.0
Good,VVS2,E,1.01,8317.821782178216
Good,VVS2,E,1.3,9974.615384615385
Good,VVS2,E,1.41,10534.04255319149
Good,VVS2,E,1.5,11632.666666666666
Good,VVS2,F,0.23,1975.0
Good,VVS2,F,0.24,2006.25
Good,VVS2,F,0.26,1988.4615384615383
Good,VVS2,F,0.28,1757.1428571428569
Good,VVS2,F,0.3,2043.3333333333335
Good,VVS2,F,0.31,2429.032258064516
Good,VVS2,F,0.32,1934.375
Good,VVS2,F,0.39,2712.8205128205127
Good,VVS2,F,0.41,2697.560975609756
Good,VVS2,F,0.5,4104.0
Good,VVS2,F,0.51,4303.921568627451
Good,VVS2,F,0.53,4303.77358490566
Good,VVS2,F,0.58,4300.0
Good,VVS2,F,0.62,3437.0967741935483
Good,VVS2,F,0.7,4043.5714285714284
Good,VVS2,F,0.71,4169.014084507043
Good,VVS2,F,0.72,4368.055555555556
Good,VVS2,F,0.73,4645.205479452055
Good,VVS2,F,0.9,6088.888888888889
Good,VVS2,F,1.0,7547.5
Good,VVS2,F,1.01,8063.6138613861385
Good,VVS2,G,0.23,2097.8260869565215
Good,VVS2,G,0.3,2474.0000000000005
Good,VVS2,G,0.31,2409.677419354838
Good,VVS2,G,0.34,2429.411764705882
Good,VVS2,G,0.4,2625.0
Good,VVS2,G,0.42,2561.904761904762
Good,VVS2,G,0.46,2706.5217391304345
Good,VVS2,G,0.5,3605.25
Good,VVS2,G,0.51,3596.4052287581703
Good,VVS2,G,0.53,3337.7358490566035
Good,VVS2,G,0.7,4351.428571428572
Good,VVS2,G,0.9,5296.666666666667
Good,VVS2,G,0.91,4948.9010989010985
Good,VVS2,G,0.92,5858.695652173913
Good,VVS2,G,0.95,6123.1578947368425
Good,VVS2,G,1.0,7316.25
Good,VVS2,G,1.01,7162.8712871287125
Good,VVS2,G,1.02,7398.0392156862745
Good,VVS2,G,1.21,5420.661157024793
Good,VVS2,G,1.4,8227.857142857143
Good,VVS2,G,1.51,8791.390728476821
Good,VVS2,H,0.26,1800.0
Good,VVS2,H,0.3,2260.9523809523807
Good,VVS2,H,0.31,2158.8709677419356
Good,VVS2,H,0.32,2015.625
Good,VVS2,H,0.4,2125.0
Good,VVS2,H,0.5,2576.0
Good,VVS2,H,0.54,3487.037037037037
Good,VVS2,H,0.61,3239.344262295082
Good,VVS2,H,0.7,3638.7500000000005
Good,VVS2,H,0.71,3856.3380281690143
Good,VVS2,H,0.77,3740.909090909091
Good,VVS2,H,0.91,4620.879120879121
Good,VVS2,H,1.0,5393.0
Good,VVS2,H,1.01,5928.712871287129
Good,VVS2,H,1.09,6101.834862385321
Good,VVS2,H,1.51,7831.788079470199
Good,VVS2,H,1.7,8321.176470588236
Good,VVS2,I,0.33,2003.030303030303
Good,VVS2,I,0.34,1752.941176470588
Good,VVS2,I,0.41,2017.0731707317075
Good,VVS2,I,0.5,2560.0
Good,VVS2,I,0.59,2418.64406779661
Good,VVS2,I,0.7,3335.714285714286
Good,VVS2,I,0.71,3376.4084507042253
Good,VVS2,I,1.11,4703.603603603603
Good,VVS2,I,1.51,4804.635761589404
Good,VVS2,J,0.28,1339.2857142857142
Good,VVS2,J,0.3,1610.0
Good,VVS2,J,0.38,1752.6315789473683
Good,VVS2,J,0.5,2210.0
Good,VVS2,J,0.9,3547.777777777778
Good,VVS2,J,1.0,3265.0
Good,VVS2,J,1.16,5026.724137931034
Good,VVS2,J,1.21,4155.371900826446
Good,VVS2,J,1.5,5517.333333333333
Good,VVS2,J,1.52,5829.605263157895
Good,VVS2,J,2.03,7831.52709359606
Ideal,I1,D,0.34,1386.7647058823527
Ideal,I1,D,0.52,1867.3076923076922
Ideal,I1,D,1.12,3729.4642857142853
Ideal,I1,D,1.18,3293.220338983051
Ideal,I1,D,1.29,3962.4031007751937
Ideal,I1,D,2.75,4784.0
Ideal,I1,E,0.3,1650.0
Ideal,I1,E,0.32,1531.25
Ideal,I1,E,0.39,1679.4871794871794
Ideal,I1,E,0.61,2057.377049180328
Ideal,I1,E,1.0,3520.0
Ideal,I1,E,1.01,3354.4554455445545
Ideal,I1,E,1.1,3519.9999999999995
Ideal,I1,E,1.13,3330.0884955752217
Ideal,I1,E,1.18,3551.6949152542375
Ideal,I1,E,1.25,2620.8
Ideal,I1,E,2.25,4032.0
Ideal,I1,F,0.38,1493.421052631579
Ideal,I1,F,0.4,1575.0
Ideal,I1,F,0.7,2754.2857142857147
Ideal,I1,F,0.71,2480.281690140845
Ideal,I1,F,0.9,2913.8888888888887
Ideal,I1,F,0.94,2759.5744680851067
Ideal,I1,F,0.96,2930.729166666667
Ideal,I1,F,0.97,2944.3298969072166
Ideal,I1,F,1.01,3374.257425742574
Ideal,I1,F,1.02,3528.4313725490197
Ideal,I1,F,1.03,3404.8543689320386
Ideal,I1,F,1.04,3575.0
Ideal,I1,F,1.06,3363.836477987421
Ideal,I1,F,1.08,2933.333333333333
Ideal,I1,F,1.1,3347.2727272727266
Ideal,I1,F,1.13,3101.769911504425
Ideal,I1,F,1.14,3421.929824561404
Ideal,I1,F,1.63,4395.398773006135
Ideal,I1,F,1.66,3695.783132530121
Ideal,I1,F,2.0,5342.5
Ideal,I1,F,2.16,4183.333333333333
Ideal,I1,G,0.57,1787.7192982456143
Ideal,I1,G,1.02,3320.915032679739
Ideal,I1,G,1.09,3255.963302752293
Ideal,I1,G,1.12,3490.625
Ideal,I1,G,1.28,3491.015625
Ideal,I1,G,1.35,3408.5185185185182
Ideal,I1,G,1.44,4233.333333333334
Ideal,I1,G,1.54,4053.5714285714284
Ideal,I1,H,1.0,3080.0
Ideal,I1,H,1.02,3873.5294117647054
Ideal,I1,H,1.03,3079.6116504854367
Ideal,I1,H,1.13,3251.1061946902655
Ideal,I1,H,1.15,3135.6521739130435
Ideal,I1,H,1.19,3190.4761904761904
Ideal,I1,H,1.2,3135.8333333333335
Ideal,I1,H,1.23,2875.20325203252
Ideal,I1,H,1.28,2621.09375
Ideal,I1,H,1.52,4469.078947368421
Ideal,I1,H,1.53,4233.333333333333
Ideal,I1,H,1.57,3292.993630573248
Ideal,I1,H,1.69,3998.224852071006
Ideal,I1,H,1.7,4051.3725490196084
Ideal,I1,H,1.75,4260.0
Ideal,I1,H,2.34,4795.2991452991455
Ideal,I1,H,2.72,4262.5
Ideal,I1,H,3.5,3596.285714285714
Ideal,I1,I,0.97,2369.072164948454
Ideal,I1,I,1.01,2629.7029702970294
Ideal,I1,I,1.2,2920.8333333333335
Ideal,I1,I,1.21,3046.280991735537
Ideal,I1,I,1.5,3670.0
Ideal,I1,I,3.22,3895.9627329192544
Ideal,I1,J,0.97,2443.298969072165
Ideal,I1,J,3.01,5494.352159468439
Ideal,IF,D,0.27,3307.4074074074074
Ideal,IF,D,0.31,4130.645161290323
Ideal,IF,D,0.34,6813.235294117647
Ideal,IF,D,0.51,6756.862745098039
Ideal,IF,D,0.53,6635.8490566037735
Ideal,IF,D,0.56,7597.3214285714275
Ideal,IF,D,0.59,7505.649717514124
Ideal,IF,D,0.63,8238.888888888889
Ideal,IF,D,1.02,15269.607843137255
Ideal,IF,D,1.04,14000.0
Ideal,IF,D,1.06,14917.924528301886
Ideal,IF,D,1.07,15927.102803738317
Ideal,IF,E,0.29,2810.344827586207
Ideal,IF,E,0.3,3178.3333333333335
Ideal,IF,E,0.31,3579.0322580645156
Ideal,IF,E,0.32,3348.2638888888887
Ideal,IF,E,0.33,3532.323232323232
Ideal,IF,E,0.34,3538.235294117647
Ideal,IF,E,0.35,3474.285714285714
Ideal,IF,E,0.38,3642.7631578947367
Ideal,IF,E,0.39,3417.948717948718
Ideal,IF,E,0.41,3460.9756097560976
Ideal,IF,E,0.52,5832.692307692308
Ideal,IF,E,0.65,6436.923076923077
Ideal,IF,E,1.01,12737.623762376237
Ideal,IF,E,1.02,11534.313725490196
Ideal,IF,E,1.06,12588.679245283018
Ideal,IF,E,1.09,13938.532110091743
Ideal,IF,E,1.11,13931.531531531531
Ideal,IF,E,1.28,14609.375
Ideal,IF,E,1.3,12210.76923076923
Ideal,IF,F,0.24,2825.0
Ideal,IF,F,0.25,2956.0
Ideal,IF,F,0.26,2766.6666666666665
Ideal,IF,F,0.27,2841.4814814814818
Ideal,IF,F,0.28,2883.928571428571
Ideal,IF,F,0.3,2973.2499999999995
Ideal,IF,F,0.31,3086.0931899641587
Ideal,IF,F,0.32,3064.2361111111113
Ideal,IF,F,0.33,3353.198653198653
Ideal,IF,F,0.34,3284.313725490196
Ideal,IF,F,0.35,3257.1428571428573
Ideal,IF,F,0.36,3156.944444444445
Ideal,IF,F,0.38,3236.466165413534
Ideal,IF,F,0.39,3570.9401709401704
Ideal,IF,F,0.4,3541.6666666666665
Ideal,IF,F,0.41,3456.319290465632
Ideal,IF,F,0.43,3674.4186046511627
Ideal,IF,F,0.46,4239.130434782608
Ideal,IF,F,0.48,4388.541666666667
Ideal,IF,F,0.5,5058.0
Ideal,IF,F,0.51,5150.980392156863
Ideal,IF,F,0.52,4970.833333333334
Ideal,IF,F,0.53,4988.0503144654085
Ideal,IF,F,0.54,5053.7037037037035
Ideal,IF,F,0.57,4938.596491228071
Ideal,IF,F,0.72,5872.222222222223
Ideal,IF,F,0.74,5922.972972972973
Ideal,IF,F,0.8,8342.5
Ideal,IF,F,0.81,7824.691358024691
Ideal,IF,F,1.01,10582.178217821782
Ideal,IF,F,1.02,10898.039215686274
Ideal,IF,F,1.03,11033.980582524271
Ideal,IF,F,1.04,10466.826923076922
Ideal,IF,F,1.05,12438.095238095237
Ideal,IF,F,1.06,11829.245283018867
Ideal,IF,F,1.07,10685.981308411214
Ideal,IF,F,1.09,10887.155963302752
Ideal,IF,F,1.1,10211.81818181818
Ideal,IF,F,1.2,12025.0
Ideal,IF,F,1.21,12807.438016528926
Ideal,IF,F,1.33,13860.902255639097
Ideal,IF,G,0.23,2330.4347826086955
Ideal,IF,G,0.24,2329.166666666667
Ideal,IF,G,0.25,2412.0
Ideal,IF,G,0.26,2382.0512820512818
Ideal,IF,G,0.27,2307.4074074074074
Ideal,IF,G,0.28,2321.428571428571
Ideal,IF,G,0.29,2375.8620689655177
Ideal,IF,G,0.3,2921.7054263565897
Ideal,IF,G,0.31,2891.023842917249
Ideal,IF,G,0.32,2913.715277777778
Ideal,IF,G,0.33,2984.9567099567103
Ideal,IF,G,0.34,2952.450980392157
Ideal,IF,G,0.35,2954.4761904761904
Ideal,IF,G,0.36,2925.0000000000005
Ideal,IF,G,0.37,2795.4954954954956
Ideal,IF,G,0.38,2826.315789473684
Ideal,IF,G,0.39,3178.7545787545787
Ideal,IF,G,0.4,3210.5
Ideal,IF,G,0.41,3273.170731707318
Ideal,IF,G,0.42,3151.058201058201
Ideal,IF,G,0.43,3229.5983086680762
Ideal,IF,G,0.44,3738.6363636363635
Ideal,IF,G,0.45,3186.6666666666665
Ideal,IF,G,0.46,3719.5652173913045
Ideal,IF,G,0.47,3859.5744680851067
Ideal,IF,G,0.48,3802.0833333333335
Ideal,IF,G,0.5,4391.0
Ideal,IF,G,0.51,4215.686274509804
Ideal,IF,G,0.52,4375.961538461538
Ideal,IF,G,0.53,4262.641509433962
Ideal,IF,G,0.54,4252.222222222222
Ideal,IF,G,0.55,4613.333333333333
Ideal,IF,G,0.56,4228.571428571428
Ideal,IF,G,0.58,4358.620689655173
Ideal,IF,G,0.59,4297.175141242938
Ideal,IF,G,0.6,4221.666666666667
Ideal,IF,G,0.61,4390.163934426229
Ideal,IF,G,0.62,4924.193548387097
Ideal,IF,G,0.64,4492.1875
Ideal,IF,G,0.65,5440.0
Ideal,IF,G,0.7,5245.714285714286
Ideal,IF,G,0.71,5312.6760563380285
Ideal,IF,G,0.73,5673.972602739726
Ideal,IF,G,0.93,6321.505376344086
Ideal,IF,G,0.95,7316.842105263158
Ideal,IF,G,1.01,8779.70297029703
Ideal,IF,G,1.02,8463.725490196079
Ideal,IF,G,1.05,8582.857142857143
Ideal,IF,G,1.07,8748.598130841121
Ideal,IF,G,1.08,8734.25925925926
Ideal,IF,G,1.11,9001.801801801801
Ideal,IF,G,1.14,9046.491228070176
Ideal,IF,G,1.16,8714.008620689656
Ideal,IF,G,1.22,9107.377049180328
Ideal,IF,G,1.24,9900.806451612903
Ideal,IF,G,1.25,9208.8
Ideal,IF,G,1.27,8785.03937007874
Ideal,IF,G,1.28,9409.635416666666
Ideal,IF,G,1.3,9947.692307692307
Ideal,IF,G,1.35,10826.666666666666
Ideal,IF,G,1.37,9809.48905109489
Ideal,IF,G,1.39,9353.956834532375
Ideal,IF,G,1.51,12454.30463576159
Ideal,IF,G,1.58,10967.72151898734
Ideal,IF,G,1.6,10341.875
Ideal,IF,G,1.65,10744.848484848486
Ideal,IF,H,0.25,2100.0
Ideal,IF,H,0.26,2201.923076923077
Ideal,IF,H,0.27,2096.296296296296
Ideal,IF,H,0.28,2092.8571428571427
Ideal,IF,H,0.29,2093.1034482758623
Ideal,IF,H,0.3,2712.7272727272725
Ideal,IF,H,0.31,2766.6666666666665
Ideal,IF,H,0.32,2668.5096153846152
Ideal,IF,H,0.33,2790.9090909090914
Ideal,IF,H,0.34,2603.781512605042
Ideal,IF,H,0.35,2792.5714285714284
Ideal,IF,H,0.36,2766.666666666667
Ideal,IF,H,0.37,2529.7297297297296
Ideal,IF,H,0.38,2800.0
Ideal,IF,H,0.39,2664.102564102564
Ideal,IF,H,0.4,2786.875
Ideal,IF,H,0.41,2934.6341463414637
Ideal,IF,H,0.42,2872.916666666667
Ideal,IF,H,0.43,2868.2170542635663
Ideal,IF,H,0.44,2763.636363636364
Ideal,IF,H,0.46,3004.3478260869565
Ideal,IF,H,0.47,3968.085106382979
Ideal,IF,H,0.5,4196.0
Ideal,IF,H,0.51,3726.9607843137255
Ideal,IF,H,0.52,3620.1923076923076
Ideal,IF,H,0.53,3603.7735849056603
Ideal,IF,H,0.54,3880.8641975308637
Ideal,IF,H,0.55,3732.121212121212
Ideal,IF,H,0.56,3812.4999999999995
Ideal,IF,H,0.57,3864.0350877192986
Ideal,IF,H,0.58,3831.0344827586214
Ideal,IF,H,0.6,3783.3333333333335
Ideal,IF,H,0.61,4034.4262295081967
Ideal,IF,H,0.62,4008.064516129032
Ideal,IF,H,0.65,4715.384615384615
Ideal,IF,H,0.7,4625.714285714286
Ideal,IF,H,0.71,4595.492957746479
Ideal,IF,H,0.72,4541.666666666667
Ideal,IF,H,0.73,4757.876712328767
Ideal,IF,H,0.8,4841.25
Ideal,IF,H,1.17,7064.957264957266
Ideal,IF,H,1.21,6437.190082644628
Ideal,IF,H,1.23,6917.073170731708
Ideal,IF,H,1.34,8290.298507462687
Ideal,IF,H,1.4,7840.000000000001
Ideal,IF,H,1.51,8236.423841059603
Ideal,IF,H,1.55,8698.387096774193
Ideal,IF,H,1.6,10187.5
Ideal,IF,H,1.66,8951.204819277109
Ideal,IF,I,0.27,2174.074074074074
Ideal,IF,I,0.3,2050.0
Ideal,IF,I,0.31,2283.8709677419356
Ideal,IF,I,0.32,2249.5535714285716
Ideal,IF,I,0.33,2368.0440771349863
Ideal,IF,I,0.34,2024.2647058823527
Ideal,IF,I,0.35,2237.1428571428573
Ideal,IF,I,0.36,2150.0000000000005
Ideal,IF,I,0.37,2037.837837837838
Ideal,IF,I,0.39,2256.4102564102564
Ideal,IF,I,0.4,2492.0
Ideal,IF,I,0.41,2449.5934959349597
Ideal,IF,I,0.42,2288.095238095238
Ideal,IF,I,0.46,2591.304347826087
Ideal,IF,I,0.47,2506.3829787234044
Ideal,IF,I,0.48,2504.166666666667
Ideal,IF,I,0.52,3941.3461538461534
Ideal,IF,I,0.53,3120.754716981132
Ideal,IF,I,0.54,3090.7407407407404
Ideal,IF,I,0.56,3016.0714285714284
Ideal,IF,I,0.57,3121.0526315789475
Ideal,IF,I,0.64,3110.9375
Ideal,IF,I,0.71,3961.9718309859154
Ideal,IF,I,0.74,3989.189189189189
Ideal,IF,I,0.8,4196.25
Ideal,IF,I,1.19,6056.302521008403
Ideal,IF,I,1.2,6139.166666666667
Ideal,IF,I,1.5,8483.333333333334
Ideal,IF,I,1.52,6854.605263157895
Ideal,IF,J,0.3,1630.0
Ideal,IF,J,0.35,1625.7142857142858
Ideal,IF,J,0.37,1624.3243243243244
Ideal,IF,J,0.4,2320.0
Ideal,IF,J,0.43,2069.767441860465
Ideal,IF,J,0.46,2654.3478260869565
Ideal,IF,J,0.52,2663.4615384615386
Ideal,IF,J,0.72,3165.277777777778
Ideal,IF,J,1.16,4757.758620689656
Ideal,IF,J,2.04,8493.627450980392
Ideal,SI1,D,0.25,1808.0
Ideal,SI1,D,0.3,2006.4912280701756
Ideal,SI1,D,0.31,2066.1991584852744
Ideal,SI1,D,0.32,2141.753472222222
Ideal,SI1,D,0.33,2105.1948051948057
Ideal,SI1,D,0.34,2095.15570934256
Ideal,SI1,D,0.35,2123.193277310925
Ideal,SI1,D,0.36,2081.4814814814818
Ideal,SI1,D,0.37,1934.2342342342342
Ideal,SI1,D,0.38,2326.315789473684
Ideal,SI1,D,0.39,1869.230769230769
Ideal,SI1,D,0.4,2127.9545454545455
Ideal,SI1,D,0.41,2156.910569105691
Ideal,SI1,D,0.42,2174.6498599439774
Ideal,SI1,D,0.43,2133.3333333333335
Ideal,SI1,D,0.44,1904.5454545454545
Ideal,SI1,D,0.5,3260.6666666666665
Ideal,SI1,D,0.51,3117.97385620915
Ideal,SI1,D,0.52,3113.5746606334837
Ideal,SI1,D,0.53,3220.880503144654
Ideal,SI1,D,0.54,3126.7676767676767
Ideal,SI1,D,0.55,3255.0
Ideal,SI1,D,0.56,3156.6176470588234
Ideal,SI1,D,0.57,3069.0058479532167
Ideal,SI1,D,0.58,2967.2413793103447
Ideal,SI1,D,0.59,2983.0508474576272
Ideal,SI1,D,0.6,3353.3333333333335
Ideal,SI1,D,0.61,3140.1639344262294
Ideal,SI1,D,0.62,3222.5806451612907
Ideal,SI1,D,0.63,3075.1322751322755
Ideal,SI1,D,0.64,3092.1875
Ideal,SI1,D,0.7,4108.681318681319
Ideal,SI1,D,0.71,4271.173708920188
Ideal,SI1,D,0.72,4228.935185185185
Ideal,SI1,D,0.73,4133.9421613394225
Ideal,SI1,D,0.74,4125.675675675676
Ideal,SI1,D,0.75,4363.555555555556
Ideal,SI1,D,0.76,4046.0526315789475
Ideal,SI1,D,0.77,4127.922077922078
Ideal,SI1,D,0.78,3986.2179487179483
Ideal,SI1,D,0.79,4047.6265822784812
Ideal,SI1,D,0.8,4177.1875
Ideal,SI1,D,0.81,4139.506172839506
Ideal,SI1,D,0.82,5033.739837398374
Ideal,SI1,D,0.83,4738.55421686747
Ideal,SI1,D,0.84,3886.904761904762
Ideal,SI1,D,0.86,4312.790697674419
Ideal,SI1,D,0.9,5157.037037037037
Ideal,SI1,D,0.91,6082.417582417582
Ideal,SI1,D,0.92,5447.826086956521
Ideal,SI1,D,0.94,4867.021276595745
Ideal,SI1,D,0.97,5183.505154639175
Ideal,SI1,D,1.0,5720.75
Ideal,SI1,D,1.01,5779.867986798679
Ideal,SI1,D,1.02,6030.718954248366
Ideal,SI1,D,1.03,5843.550624133148
Ideal,SI1,D,1.04,5723.076923076923
Ideal,SI1,D,1.05,5721.904761904762
Ideal,SI1,D,1.06,5894.33962264151
Ideal,SI1,D,1.07,5677.881619937693
Ideal,SI1,D,1.08,5870.138888888889
Ideal,SI1,D,1.09,5787.155963302753
